official_pinyin,official_Chinese,official_translation,Institution 1,Institution 2,Institution 3
an nan zheng shi,安南正使,Principal Envoy to Annan (Vietnam),中央輔佐官署類,秘書門,冊封使
ce fei fu shi,冊妃副使,Vice Commissioner to Confer the Title of Consort,中央輔佐官署類,秘書門,冊封使
ce feng an nan guo wang chong zheng shi,冊封安南國王充正使,Fill-up Principal Commissioner to Confer the Title,中央輔佐官署類,秘書門,冊封使
ce feng chao xian guo wang shi,冊封朝鮮國王使,,中央輔佐官署類,秘書門,冊封使
ce feng de wang zheng shi,冊封德王正使,Principal Commissioner to Confer the Title of Prince,中央輔佐官署類,秘書門,冊封使
ce feng fu shi,冊封副使,Assistant Commissioner to Confer a Title,中央輔佐官署類,秘書門,冊封使
ce feng gui fei zheng shi,冊封貴妃正使,Principal Commissioner to Confer the Title of Honored Consort,中央輔佐官署類,秘書門,冊封使
ce feng hua yang wang fei fu shi,冊封華陽王妃副使,Assistant Commissioner to Confer the Title of the Empress of Huayang,中央輔佐官署類,秘書門,冊封使
ce feng hua yang wang fu shi,冊封華陽王副使,Assistant Commissioner to Confer the Title of Prince Huayang,中央輔佐官署類,秘書門,冊封使
ce feng huai qing zong fan wang fu shi,冊封懷慶宗藩王副使,Assistant Commissioner to Confer the Title of the Prince,中央輔佐官署類,秘書門,冊封使
ce feng huang hou fu shi,冊封皇后副使,Assistant Commissioner to Confer the Title of the Empress,中央輔佐官署類,秘書門,冊封使
ce feng jin fu fu shi,冊封晉府副使,,中央輔佐官署類,秘書門,冊封使
ce feng lu fan zheng shi,冊封魯藩正使,,中央輔佐官署類,秘書門,冊封使
ce feng lu wang deng zheng shi,冊封魯王等正使,Principal Commissioner to Confer the Title of Prince ,中央輔佐官署類,秘書門,冊封使
ce feng ning yang wang shi jie,冊封寧陽王使節,Envoy to Confer the Title of Prince Ningyang,中央輔佐官署類,秘書門,冊封使
ce feng qin wang fu shi,冊封親王副使,Assistant Commissioner to Confer the Title of Imperial Prince,中央輔佐官署類,秘書門,冊封使
ce feng shu fei zheng shi,冊封淑妃正使,Principal Commissioner to Confer the Title of Pure Consort,中央輔佐官署類,秘書門,冊封使
ce feng xian fei fu shi,冊封賢妃副使,Assistant Commissioner to Confer the Title of Worthy Consort,中央輔佐官署類,秘書門,冊封使
da hun fu shi,大婚副使,Vice Envoy for the Grand Wedding,中央輔佐官署類,秘書門,冊封使
da li shi,大禮使,Commissioner for Grand Ceremonials,中央輔佐官署類,秘書門,冊封使
peng jie ce feng fu shi,捧節冊封副使,,中央輔佐官署類,秘書門,冊封使
tang fu ce feng fu shi,唐府冊封副使,Vice Commissioner to Confer a Title for the House,中央輔佐官署類,秘書門,冊封使
jian li shi,監禮使,Ceremony-supervising Commissioner,中央輔佐官署類,秘書門,冊封使
liu qiu guo ce feng zheng shi,琉球國冊封正使,Principal Envoy to Confer the Title of the Liuqiu,中央輔佐官署類,秘書門,冊封使
zheng shi,正使,Principal Commissioner,中央輔佐官署類,秘書門,冊封史
san qi she ren,散騎舍人,Drafter of the Cavalier Attendant,中央輔佐官署類,秘書門,尚寶司
shang bao si cheng,尚寶司丞,Assistant Minister of the Seals Office,中央輔佐官署類,秘書門,尚寶司
shang bao si qing,尚寶司卿,Chief Minister of the Seals Office,中央輔佐官署類,秘書門,尚寶司
shang bao si shao qing,尚寶司少卿,Vice Minister of the Seals Office,中央輔佐官署類,秘書門,尚寶司
hong wen guan jiao shu lang,弘文館校書郎,Institiute for the Advancement of Literature,中央輔佐官署類,秘書門,弘文館
hong wen guan xue shi,弘文館學士,Chancellor of the Institute for the Advancement of Literature,中央輔佐官署類,秘書門,弘文館
si wen jian cheng,思文監丞,Assistant Director of the Directorate for Document,中央輔佐官署類,秘書門,弘文館
cheng chi jian cheng,承敕監丞,,中央輔佐官署類,秘書門,承敕監
cheng chi jian ling,承敕監令,,中央輔佐官署類,秘書門,承敕監
bian xiu,編修,Junior Compiler,中央輔佐官署類,秘書門,翰林院
han lin bian xiu,翰林編修,Junior Compiler of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin dai zhao,翰林待詔,Academician Awaiting Orders,中央輔佐官署類,秘書門,翰林院
han lin dai zhi,翰林待制,Academician Awaiting Instructions,中央輔佐官署類,秘書門,翰林院
han lin dian ji,翰林典籍,Archivist of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin jian tao,翰林檢討,Examining Editor of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin jian yue,翰林檢閱,Editorial Examiner of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin shu ji shi,翰林庶吉士,Bachelor of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin shu ji shi bian xiu,翰林庶吉士編修,,中央輔佐官署類,秘書門,翰林院
han lin wu jing bo shi,翰林五經博士,Erudite of Five Classics of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin xiu zhuan,翰林修撰,Senior Compiler of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin xue shi,翰林學士,Hanlin Academician,中央輔佐官署類,秘書門,翰林院
han lin xue shi cheng zhi,翰林學士承旨,Hanlin Academician Recipient of Edicts,中央輔佐官署類,秘書門,翰林院
han lin ying feng,翰林應奉,Provisioner of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan bian xiu,翰林院編修,Junior Compiler of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan bian xiu cheng shi lang,翰林院編修承事郎,Gentleman for Managing Affairs for Junior Compiler,中央輔佐官署類,秘書門,翰林院
han lin yuan bian xiu ji kao cha dui,翰林院編修稽考察對,,中央輔佐官署類,秘書門,翰林院
han lin yuan dai zhao,翰林院待詔,Academician Awaiting Orders,中央輔佐官署類,秘書門,翰林院
han lin yuan dai zhi,翰林院待制,Academician Awaiting Instructions,中央輔佐官署類,秘書門,翰林院
han lin yuan dian ji,翰林院典籍,Archivist of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan jian tao,翰林院檢討,Examining Editor of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan kong mu ,翰林院孔目,,中央輔佐官署類,秘書門,翰林院
han lin yuan shi du,翰林院侍讀,Reader-in-waiting of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan shi du xue shi,翰林院侍讀學士,Academician Reader-in-waiting of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan shi jiang xue shi,翰林院侍講學士,Academician Instructor-in-waiting of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan shi shu,翰林院侍書,Court Calligrapher of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan shu ji shi,翰林院庶吉士,Bachelor of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan wu jing bo shi,翰林院五經博士,Erudite of Five Classics of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan xiu zhuan,翰林院修撰,Senior Compiler of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan xue shi,翰林院學士,Academician of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin yuan zuan xiu jian jiao zheng guan,翰林院纂修兼校正官,Compiler and Editor of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
han lin zhi xue shi,翰林直學士（1381年革）,Auxiliary Academician of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
jian xiu guan,監修官,Chief Compiler Official,中央輔佐官署類,秘書門,翰林院
jin jiang da xue yan yi shi ban guan,進講大學衍義侍班官,,中央輔佐官署類,秘書門,翰林院
jing yan guan,經筵官,Participant in the Classics Colloquium,中央輔佐官署類,秘書門,翰林院
jing yan jiang guan,經筵講官,Lecturer of the Classics Colloquium,中央輔佐官署類,秘書門,翰林院
jing yan ri jiang guan,經筵日講官,Day Lecturer of the Classics Colloquium,中央輔佐官署類,秘書門,翰林院
jing yan shi ban guan,經筵侍班官,Imperial Diary Taker of the Classics Colloquium,中央輔佐官署類,秘書門,翰林院
jing yan zhan shu guan,經筵展書官,Book Presenter of the Classics Colloquium,中央輔佐官署類,秘書門,翰林院
qi ju guan zuan xiu,起居館纂修,Compiler of the Imperial Diary Office,中央輔佐官署類,秘書門,翰林院
qi ju zhu,起居注,Imperial Diary,中央輔佐官署類,秘書門,翰林院
shi jiang,翰林院侍講,Expositor-in-waiting of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
xing zai han lin yuan bian xiu,行在翰林院編修,Auxiliary Junior Compiler of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
xing zai han lin yuan jian tao,行在翰林院檢討,Auxiliary Examining Editor of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
xing zai han lin yuan shi du xue shi,行在翰林院侍讀學士,Auxiliary Academician Reader-in-waiting of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
xing zai han lin yuan shi jiang xue shi,行在翰林院侍講學士,Auxiliary Academician Instructor-in-waiting of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
xing zai han lin yuan shu ji shi,行在翰林院庶吉士,Auxiliary Bachelor of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
xing zai han lin yuan xiu zhuan,行在翰林院修撰,Auxiliary Senior Compiler of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
xing zai han lin yuan xue shi,行在翰林院學士,Auxiliary Hanlin Academician,中央輔佐官署類,秘書門,翰林院
zuan xiu guan,纂修官,Compiler,中央輔佐官署類,秘書門,翰林院
zuan xiu jian jiao zheng guan,纂修兼校正官,Compiler and Editor,中央輔佐官署類,秘書門,翰林院
zuan xiu jian kao jiao guan,纂修兼考校官,Compiler and Proofreader,中央輔佐官署類,秘書門,翰林院
jian tao,檢討,Examining Editor,中央輔佐官署類,秘書門,翰林院
jiao xi shu ji shi,教習庶吉士,Instructing Hanlin Bachelor,中央輔佐官署類,秘書門,翰林院
jiao zheng guan,校正官,Editor,中央輔佐官署類,秘書門,翰林院
ri jiang guan,日講官,Imperial Diary Lecturer,中央輔佐官署類,秘書門,翰林院
shi du,侍讀,Reader-in-waiting,中央輔佐官署類,秘書門,翰林院
shi du xue shi,侍讀學士,Academician Reader-in-waiting,中央輔佐官署類,秘書門,翰林院
shi guan xiu zhuan,史官修撰,Compiler,中央輔佐官署類,秘書門,翰林院
shi jiang xue shi,侍講學士,Academician Expositor-in-waiting,中央輔佐官署類,秘書門,翰林院
shu ji shi,庶吉士,Bachelor/Hanlin Bachelor,中央輔佐官署類,秘書門,翰林院
wen yuan ge shi jiang xue shi,文淵閣侍講學士,Auxiliary Academician Expositor-in-waiting of the Hall of Literary Profundity,中央輔佐官署類,秘書門,翰林院
jiao lu guan,校錄官,,中央輔佐官署類,秘書門,翰林院
xiu zhuan,修撰,Senior Compiler,中央輔佐官署類,秘書門,翰林院
xue shi,學士,Academician,中央輔佐官署類,秘書門,翰林院
zhang han lin yuan shi,掌翰林院事,In Charge of the Affairs of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
zhang han lin yuan yin xin,掌翰林院印信,In Charge of the Seals of the Hanlin Academy,中央輔佐官署類,秘書門,翰林院
liu qiu guo ce feng fu shi,琉球國冊封副使,,中央輔佐官署類,秘書門,行人司
xing ren si fu,行人司副,Vice Director of the Messenger Office,中央輔佐官署類,秘書門,行人司
xing ren si si zheng,行人司司正,Director of the Messenger Office,中央輔佐官署類,秘書門,行人司
xing ren si xing ren,行人司行人,Messenger in the Messenger Office,中央輔佐官署類,秘書門,行人司
xing ren si you si fu,行人司右司副,Right Vice Director of the Messenger Office,中央輔佐官署類,秘書門,行人司
xing ren si zuo si fu,行人司左司副,Left Vice Director of the Messenger Office,中央輔佐官署類,秘書門,行人司
xing zai hang ren si zuo si fu,行在行人司左司副,Auxiliary Left Vice Director of the Messenger Office,中央輔佐官署類,秘書門,行人司
teng huang you tong zheng,謄黃右通政,Vice Commissioner of the Right for Imperial Warran,中央輔佐官署類,秘書門,通政使司
tong zheng,通政,Vice Commissioner of the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng shi,通政使,Commissioner of the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng shi si can yi,通政使司參議,Assistant Administration Commissioner in the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng shi si jing li,通政使司經歷司經歷,Registrar in the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng shi si tong zheng shi,通政使司通政使,Commissioner of the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng shi si you can yi,通政使司右參議,Right Consultant of the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng shi si you tong zheng,通政使司右通政,Right Vice Commissioner of the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng shi si zuo can yi,通政使司左參議,Left Consultant of the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng shi si zuo tong zheng,通政使司左通政,Left Vice Commissioner of the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng shi si zuo you can yi,通政使司左右參議,Left and Right Consultant of the Office of Transmission,中央輔佐官署類,秘書門,通政使司
tong zheng si guan zheng,通政司觀政,,中央輔佐官署類,秘書門,通政使司
tong zheng si shi,通政司知事,,中央輔佐官署類,秘書門,通政使司
tong zheng si ti du teng huang you tong zheng,通政司提督謄黃右通政,Superintendent Vice Commissioner of the Right for Imperial Warrants,中央輔佐官署類,秘書門,通政使司
tong zheng si you tong zheng,通政司右通政,Superintendent Vice Commissioner of the Right for Imperial Warrants,中央輔佐官署類,秘書門,通政使司
xing zai tong zheng shi,行在通政使,Auxiliary Commissioner of the Office of Transmission,中央輔佐官署類,秘書門,通政使司
